,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Lotus - Biscoff Cookies (by Barcode), 7 cookies",256,39  59,11  36,4  5,21,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-21
1,"The Cheese Emporium - Mature Lighter Cheese, 30 g",96,1  3,7  63,8  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-21
2,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-21
3,"Costco - Chicken Thigh Skinless Boneless, 400 gram",459,0  0,16  32,78  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-21
4,"Iceland - Mixed Frozen Veg, 200 g",108,17  62,2  13,7  25,6,7,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-21
5,"Kroger - Rice Cake, 3 cake",120,24  79,2  11,3  10,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-21
6,"Jam - Jam (10g), 20 g",48,12  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-21
7,"Jam - Jam (10g), 20 g",48,12  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-21
8,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-21
9,"Sunpat - Smooth Peanut Butter 454grams, 15 g",91,2  10,7  73,4  17,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-21
10,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-21
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Apples - Raw, with skin, 300 g",156,41  96,1  3,1  1,31,7,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-22
1,"Lotus - Biscoff Cookies (by Barcode), 5 cookies",183,28  59,8  36,3  5,15,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-22
2,"chicken chilli, 500 serving(s)",327,34  42,6  17,33  41,15,10,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-22
3,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-22
4,"Ryvita - Thins - Sweet Chilli, 3 Thin (8g)",87,16  72,2  16,3  12,2,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-22
5,"Kroger - Rice Cake, 3 cake",120,24  79,2  11,3  10,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-22
6,"The Cheese Emporium - Mature Lighter Cheese, 30 g",96,1  3,7  63,8  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-22
7,"Eggs - Whole, raw, 4 medium",259,1  2,17  63,22  35,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-22
8,"panko chicken (frozen weight), 300 serving(s)",409,25  25,6  13,60  62,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-22
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Apples - Raw, with skin, 300 g",156,41  96,1  3,1  1,31,7,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-23
1,"Lotus - Biscoff Cookies (by Barcode), 5 cookies",183,28  59,8  36,3  5,15,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-23
2,"chicken chilli, 500 serving(s)",327,34  42,6  17,33  41,15,10,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-23
3,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-23
4,"Kroger - Rice Cake, 4 cake",160,32  79,2  11,4  10,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-23
5,"Jam - Jam (10g), 20 g",48,12  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-23
6,"The Cheese Emporium - Mature Lighter Cheese, 30 g",96,1  3,7  63,8  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-23
7,"panko chicken (frozen weight), 300 serving(s)",409,25  25,6  13,60  62,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-23
8,"Eggs - Whole, raw, 4 medium",259,1  2,17  63,22  35,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-23
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Apples - Raw, with skin, 300 g",156,41  96,1  3,1  1,31,7,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-24
1,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-24
2,"chicken chilli, 600 serving(s)",393,40  42,7  17,39  41,18,12,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-24
3,"The Cheese Emporium - Mature Lighter Cheese, 30 g",96,1  3,7  63,8  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-24
4,"Kroger - Rice Cake, 4 cake",160,32  79,2  11,4  10,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-24
5,"Sunpat - Smooth Peanut Butter 454grams, 20 g",122,3  10,10  73,5  17,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-24
6,"panko chicken (frozen weight), 300 serving(s)",409,25  25,6  13,60  62,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-24
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"chicken chilli, 600 serving(s)",393,40  42,7  17,39  41,18,12,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-25
1,"Eggs - Whole, raw, 4 medium",259,1  2,17  63,22  35,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-25
2,"The Cheese Emporium - Mature Lighter Cheese, 30 g",96,1  3,7  63,8  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-25
3,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-25
4,"panko chicken (frozen weight), 300 serving(s)",409,25  25,6  13,60  62,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-25
5,"Kroger - Rice Cake, 4 cake",160,32  79,2  11,4  10,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-25
6,"Jam - Jam (10g), 20 g",48,12  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-25
7,"Carte Dor - Chocolate Brownie, 100 g",194,29  61,7  31,4  8,26,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-25
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Fibre One - Lemon Drizzle, 2 Bar",174,24  64,5  32,2  4,16,10,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-26
1,"Apples - Raw, with skin, 300 g",156,41  96,1  3,1  1,31,7,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-26
2,"chicken chilli, 600 serving(s)",393,40  42,7  17,39  41,18,12,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-26
3,"The Cheese Emporium - Mature Lighter Cheese, 30 g",96,1  3,7  63,8  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-26
4,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-26
5,"Kroger - Rice Cake, 4 cake",160,32  79,2  11,4  10,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-26
6,"Philadelphia - Light (19% Fat), 40 g",60,2  14,4  67,3  19,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-26
7,"panko chicken (frozen weight), 300 serving(s)",409,25  25,6  13,60  62,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-26
8,"Kroger - Rice Cake, 8 cake",320,64  79,4  11,8  10,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-26
9,"Carte Dor - Chocolate Brownie, 200 g",388,58  61,13  31,8  8,52,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-26
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Hovis - 50/50 Bread, 4 slice",364,64  75,2  6,16  19,6,8,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
1,"Flora Light - New, 20 g",56,1  4,6  96,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
2,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
3,"Fibre One - Lemon Drizzle, 2 Bar",174,24  64,5  32,2  4,16,10,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
4,"chicken chilli, 600 serving(s)",393,40  42,7  17,39  41,18,12,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
5,"Kroger - Rice Cake, 5 cake",200,40  79,3  11,5  10,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
6,"Mcvities - Milk Chocolate Digestive Thins, 5 biscuit",155,20  51,8  43,2  6,10,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
7,"Cadbury - bourneville classic dark chocolate , 37.5 gram",198,23  47,11  50,2  3,0,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
8,"chicken chilli, 600 serving(s)",393,40  42,7  17,39  41,18,12,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
9,"Brunch bar - Cereal Bar, 1 bar",150,23  63,5  32,2  5,15,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
10,"Carte Dor - Chocolate Brownie, 100 g",194,29  61,7  31,4  8,26,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
11,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
12,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-27
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Warburton - Wholemeal Medium (400g), 6 slice",330,54  69,4  12,15  19,4,9,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-28
1,"Jam - Jam (10g), 20 g",48,12  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-28
2,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-28
3,"Fibre One - Lemon Drizzle, 2 Bar",174,24  64,5  32,2  4,16,10,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-28
4,"My Protein - Impact Whey Salted Caramel, 35 g",141,2  5,3  16,28  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-28
5,"Carte Dor - Chocolate Brownie, 100 g",194,29  61,7  31,4  8,26,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-28
6,"Brunch bar - Cereal Bar, 1 bar",150,23  63,5  32,2  5,15,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-28
7,"Iceland - Mixed Frozen Veg, 400 g",216,34  62,3  13,13  25,13,14,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-28
8,"cooked chicken thigh mince, 200 serving(s)",285,0  0,10  32,46  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-28
9,"Warburton - Wholemeal Medium (400g), 4 slice",220,36  69,3  12,10  19,2,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-28
10,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-02-28
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Brunch bar - Cereal Bar, 2 bar",300,46  63,11  32,4  5,30,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-01
1,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-01
2,"Warburton - Wholemeal Medium (400g), 4 slice",220,36  69,3  12,10  19,2,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-01
3,"cooked chicken thigh mince, 200 serving(s)",285,0  0,10  32,46  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-01
4,"cooked chicken breast (1g/serving), 150 serving(s)",246,0  0,5  21,46  79,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-01
5,"Iceland - Mixed Frozen Veg, 300 g",162,26  63,2  13,10  24,10,11,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-01
6,"Halo Top - Strawberry Cheesecake, 1 container (2 cups ea.)",360,40  46,12  31,20  23,32,12,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-01
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Mcvities - Milk Chocolate Digestive Thins, 5 biscuit",155,20  51,8  43,2  6,10,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-02
1,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-02
2,"Warburton - Wholemeal Medium (400g), 4 slice",220,36  69,3  12,10  19,2,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-02
3,"cooked chicken thigh mince, 150 serving(s)",214,0  0,7  32,35  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-02
4,"cooked chicken breast (1g/serving), 180 serving(s)",295,0  0,6  21,55  79,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-02
5,"Maris Piper - Potato, Raw, 500 gm",360,85  89,1  1,9  10,0,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-02
6,"Onion - Onion, 200 grams",80,18  87,0  2,2  11,8,3,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-02
7,"Mcvities - Milk Chocolate Digestive Thins, 5 biscuit",155,20  51,8  43,2  6,10,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-02
8,"Halo Top - Strawberry Cheesecake, 1 container (2 cups ea.)",360,40  46,12  31,20  23,32,12,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-02
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-03
1,"Warburton - Wholemeal Medium (400g), 4 slice",220,36  69,3  12,10  19,2,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-03
2,"cooked chicken thigh mince, 150 serving(s)",214,0  0,7  32,35  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-03
3,"Mcvities - Milk Chocolate Digestive Thins, 3 biscuit",93,12  51,5  43,1  6,6,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-03
4,"Apples - Raw, with skin, 150 g",78,21  96,0  3,0  1,16,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-03
5,"Warburton - Wholemeal Medium (400g), 4 slice",220,36  69,3  12,10  19,2,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-03
6,"Sunpat - Smooth Peanut Butter 454grams, 20 g",122,3  10,10  73,5  17,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-03
7,"cooked chicken breast (1g/serving), 200 serving(s)",328,0  0,7  21,61  79,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-03
8,"Halo Top - Strawberry Cheesecake, 1 container (2 cups ea.)",360,40  46,12  31,20  23,32,12,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-03
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Apples - Raw, with skin, 150 g",78,21  96,0  3,0  1,16,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-04
1,"Cadbury - bourneville classic dark chocolate , 37.5 gram",198,23  47,11  50,2  3,0,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-04
2,"Warburton - Wholemeal Medium (400g), 4 slice",220,36  69,3  12,10  19,2,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-04
3,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-04
4,"cooked chicken breast (1g/serving), 200 serving(s)",328,0  0,7  21,61  79,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-04
5,"Maris Piper - Potato, Raw, 500 gm",360,85  89,1  1,9  10,0,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-04
6,"Arla Skyr - Strawberry, 450 g",333,35  43,1  3,43  54,34,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-04
7,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-04
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Apples - Raw, with skin, 150 g",78,21  96,0  3,0  1,16,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-05
1,"Warburton - Wholemeal Medium (400g), 2 slice",110,18  69,1  12,5  19,1,3,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-05
2,"Jam - Jam (10g), 20 g",48,12  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-05
3,"Eggs - Whole, raw, 4 medium",259,1  2,17  63,22  35,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-05
4,"The Cheese Emporium - Mature Lighter Cheese, 75 g",240,2  3,17  63,21  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-05
5,"indi grand - Garlic & Coriander Naan Bread, 80 gram",204,38  76,3  12,6  12,0,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-05
6,"cooked chicken thigh mince, 250 serving(s)",279,9  13,8  28,41  59,4,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-05
7,"Daim - Daim, 56 g",300,33  45,17  53,2  2,33,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-05
8,"Halo Top - Strawberry Cheesecake, 1 container (2 cups ea.)",360,40  46,12  31,20  23,32,12,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-05
9,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-05
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-06
1,"The Cheese Emporium - Mature Lighter Cheese, 30 g",96,1  3,7  63,8  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-06
2,"Eggs - Whole, raw, 3 medium",194,1  2,13  63,17  35,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-06
3,"Daim - Daim, 28 g",150,17  45,9  53,1  2,17,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-06
4,"cooked chicken thigh mince, 200 serving(s)",223,7  13,7  28,32  59,3,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-06
5,"Brunch bar - Cereal Bar, 2 bar",300,46  63,11  32,4  5,30,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-06
6,"cooked chicken breast (1g/serving), 150 serving(s)",246,0  0,5  21,46  79,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-06
7,"Kroger - Rice Cake, 4 cake",160,32  79,2  11,4  10,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-06
8,"Arla Skyr - Strawberry, 450 g",333,35  43,1  3,43  54,34,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-06
9,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-06
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Kroger - Rice Cake, 4 cake",160,32  79,2  11,4  10,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-07
1,"Jam - Jam (10g), 20 g",48,12  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-07
2,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-07
3,"Philadelphia - Light (19% Fat), 40 g",60,2  14,4  67,3  19,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-07
4,"cooked chicken thigh mince, 240 serving(s)",268,8  13,8  28,39  59,4,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-07
5,"Fibre One - Lemon Drizzle, 2 Bar",174,24  64,5  32,2  4,16,10,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-07
6,"Kellogg's - Biscuit Moments Chocolate, 1 pack (2 biscotti)",98,18  72,3  22,2  6,7,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-07
7,"indi grand - Garlic & Coriander Naan Bread, 80 gram",204,38  76,3  12,6  12,0,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-07
8,"The Cheese Emporium - Mature Lighter Cheese, 60 g",192,1  3,13  63,17  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-07
9,"cooked chicken breast (1g/serving), 200 serving(s)",328,0  0,7  21,61  79,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-07
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Kellogg's - Biscuit Moments Chocolate, 1 pack (2 biscotti)",98,18  72,3  22,2  6,7,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-08
1,"Fibre One - Lemon Drizzle, 1 Bar",87,12  64,3  32,1  4,8,5,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-08
2,"Apples - Raw, with skin, 100 g",52,14  96,0  3,0  1,10,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-08
3,"cooked chicken thigh mince, 240 serving(s)",268,8  13,8  28,39  59,4,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-08
4,"Flora Light - New, 20 g",56,1  4,6  96,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-08
5,"Kroger - Rice Cake, 4 cake",160,32  79,2  11,4  10,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-08
6,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-08
7,"cooked chicken breast (1g/serving), 160 serving(s)",262,0  0,6  21,49  79,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-03-08
